1,0.554520216,0.013723967,0.032896967,-0.02000167,0.224298148,0.446740194,0.098141404,0.07626143,0.033828676,0.075074891,0.158999021,0.084441431,-0.160082836,0.046846796,0.165467162,0.133927639,0.199883718,0.122155919,-0.149548747,0.041946451,-0.032717597,-0.080602169,0.084867196,0.14738057,0.051997988,0.052124145,0.103525431,0.124908758,0.141124642,0.052190441,0.098061637,0.12963931,0.090954298,0.128243509,0.163949461,0.09231559,0.131677622,0.205892392,0.41610475,-0.00750876,0.075372074,0.101314566,0.203814528,-0.019585338,0.013106562,0.356635438
0.554520216,1,0.057274277,-0.026375413,-0.076342862,0.236792384,-0.002591876,0.013779013,0.021757427,-0.049843347,0.058491221,0.120622335,0.088118298,-0.01176084,-0.094471564,0.04264658,-0.058278663,0.081739176,0.136505581,-0.08429513,-0.024944857,-0.104255744,-0.197249602,0.07129692,0.103557006,0.021057825,0.055181683,-0.026699288,0.049846013,0.12823599,0.060231889,0.053083733,0.038846986,0.06119787,0.117283501,0.162285479,0.071545471,0.086657538,0.147277944,0.321338047,0.007556341,0.075386801,0.052093456,0.289537175,0.097184496,0.057313335,0.055896432
0.013723967,0.057274277,1,0.097243547,0.118192139,0.00649833,-0.001901402,-0.037003878,-0.018022258,-0.051552597,-0.034752575,0.114080176,0.038357513,-0.016266142,-0.012938062,-0.114164491,-0.162058574,-0.061415041,0.028986194,-0.003838588,0.002759262,0.015013754,0.019363103,-0.0290464,0.083906111,0.122472325,0.08485546,-0.011092336,0.00834379,0.062607296,0.060988052,0.134778302,0.04375107,0.054009038,0.011018224,0.008829503,0.02251878,-0.060322989,0.032283306,0.018589578,0.066752166,0.043291867,0.042679285,0.043424124,0.097407996,-0.057053016,0.02394268
0.032896967,-0.026375413,0.097243547,1,0.019471089,0.020615021,0.012736987,0.021040739,-0.015946382,0.029812868,-0.040432866,0.086818836,0.111642183,-0.008625181,-0.039891141,0.078972543,0.184543072,0.178168269,-0.068031102,-0.051807275,-0.037584005,-0.029146718,-0.009877125,-0.021825017,-0.051330842,0.077965354,0.055121431,-0.059127662,0.011175276,0.035383017,-0.186762715,0.176903942,0.22730216,0.171386345,-0.123131406,0.162571981,0.156621317,0.035525323,0.052515782,-0.03587328,-0.147537057,-0.078421776,-0.10771676,0.033759327,-0.115120329,-0.046829237,0.008305015
-0.02000167,-0.076342862,0.118192139,0.019471089,1,-0.01717626,0.011612908,0.042069946,0.021719844,0.057338506,-0.048799533,-0.008562921,-0.078301457,0.046895847,0.02701454,0.008037234,0.136723408,0.029088842,-0.015010387,0.009433138,-0.033835155,-0.015146045,0.044888201,-0.065507672,0.101511736,0.051874661,0.038248659,-0.024327503,-0.059080195,0.050929339,0.082769964,0.05422314,-0.025738448,-0.033199698,-0.025063665,-0.011322158,0.006497116,0.118891485,0.031795327,-0.058425003,-0.018449624,0.077280976,0.080430611,-0.098539873,-0.128121547,-0.064834474,0.007782847
0.224298148,0.236792384,0.00649833,0.020615021,-0.01717626,1,0.263613092,0.150469537,-0.141986637,-0.235098633,-0.135495094,0.210441507,0.086794286,-0.053074704,-0.033558102,0.197678202,0.156571435,0.221918351,0.217100067,0.017444108,0.016836122,-0.046783712,-0.13489334,0.133153396,0.086243809,0.058239005,0.050098262,0.030385034,-0.029900176,0.177516145,0.030896421,0.165822157,0.207989803,0.193746324,0.155331342,0.134546143,0.101805593,0.173116483,0.23165692,0.043267398,-0.061886699,0.058420786,-0.000457186,0.568938954,-0.120823558,0.03578234,0.130376938
0.446740194,-0.002591876,-0.001901402,0.012736987,0.011612908,0.263613092,1,0.20544693,0.291918178,0.291915544,-0.002918702,0.20748369,0.062803099,-0.072304225,0.153723192,0.156198675,0.153506457,0.197229845,0.154463258,-0.040253808,0.107248178,0.044844409,0.033827098,0.080144467,0.190680212,0.075929021,0.061711675,0.173742084,0.049121607,0.162696088,0.080859185,0.104209595,0.140718226,0.104104222,0.210742568,0.05365656,0.103605575,0.172930621,0.308896673,0.328627988,0.025473855,0.130275979,0.137509715,-0.017507015,-0.140864284,0.019171329,0.813995824
0.098141404,0.013779013,-0.037003878,0.021040739,0.042069946,0.150469537,0.20544693,1,0.480660878,-0.051534491,-0.101929169,0.053493481,-0.003460761,0.076831402,0.058169748,0.090662225,0.17371334,0.163594796,0.070591079,0.115339147,0.099063483,0.017963298,0.056182437,0.021898846,0.054370802,-0.034929852,0.01229041,0.129703537,-0.213562718,-0.018311899,0.101733128,0.012002111,0.045220398,-0.009774517,0.098398026,0.135175287,0.107168462,0.10040966,0.223131281,0.101593461,0.037952341,0.074839637,0.025989061,0.063941214,0.035959162,-0.009563946,0.064929886
0.07626143,0.021757427,-0.018022258,-0.015946382,0.021719844,-0.141986637,0.291918178,0.480660878,1,0.542026305,0.268661218,0.036143072,0.013655658,0.089842359,0.034801358,0.01062231,0.045394335,0.07552187,0.031562223,0.049505821,0.086927803,0.054888834,0.134161301,0.035488315,0.11423332,-0.022787072,0.021837271,0.076369794,-0.013585926,-0.00764109,0.145385363,-0.054896958,-0.054592364,-0.091060212,0.183445924,0.044844863,0.059870084,0.064694171,0.193965748,0.171329695,0.118584516,0.146978861,0.138019241,-0.212079187,0.017573988,-0.023750475,0.189615746
0.033828676,-0.049843347,-0.051552597,0.029812868,0.057338506,-0.235098633,0.291915544,-0.051534491,0.542026305,1,0.269863425,0.126493904,0.028762918,0.133927983,0.042592145,0.042015387,0.173897952,0.149865343,0.058809484,0.011094393,-0.030514619,0.02584006,0.20139502,0.079223127,0.205535066,0.055635134,0.063503082,-0.010225518,0.277398021,0.101578458,0.07279468,0.027769006,0.029604903,-0.030076681,0.245002145,0.159262275,0.077267734,0.157122837,0.157731749,0.197288156,0.069044827,0.174275894,0.240299521,-0.244388089,-0.085413126,-0.020693052,0.241004132
0.075074891,0.058491221,-0.034752575,-0.040432866,-0.048799533,-0.135495094,-0.002918702,-0.101929169,0.268661218,0.269863425,1,0.080600381,0.038069022,0.062727833,0.068257389,0.156202159,0.10191312,0.171849706,0.094462469,0.057650625,0.098042759,0.137901035,0.197731021,0.190577775,0.117378305,-0.007220539,0.066192673,0.09511962,0.52847168,0.099275898,0.159548334,-0.02290297,0.029046409,-0.022399748,0.221813701,0.331670802,0.141587533,0.108257348,0.105700186,0.084822634,0.091142838,0.120708649,0.158958448,0.041174701,0.228538837,0.025426875,0.06123049
0.158999021,0.120622335,0.114080176,0.086818836,-0.008562921,0.210441507,0.20748369,0.053493481,0.036143072,0.126493904,0.080600381,1,0.257610429,0.011408513,0.037368797,0.316018465,0.338231135,0.525931539,0.48930754,0.018389585,0.069064252,0.067565767,0.159055469,0.278882478,0.459260216,0.381419749,0.298465688,0.097246477,0.294190012,0.650954569,0.014631733,0.490865288,0.58124879,0.533992917,0.189797665,0.481535251,0.292521684,0.534744051,0.495198826,0.1619309,-0.080178525,0.139499551,0.228749471,0.240544124,0.007882667,0.112800254,0.188563379
0.084441431,0.088118298,0.038357513,0.111642183,-0.078301457,0.086794286,0.062803099,-0.003460761,0.013655658,0.028762918,0.038069022,0.257610429,1,-0.009074914,0.004912307,0.062322763,0.037483051,0.11761606,0.146990795,-0.032538809,0.012767262,0.021670134,0.019278967,0.07543668,0.131299088,0.090067483,0.024056956,0.021268093,0.079632489,0.137790114,-0.029827496,0.186573172,0.167790204,0.172784557,0.057129614,0.126216033,0.281231615,0.104824765,0.098810634,0.061770384,0.009597056,0.06454716,0.035077049,0.080894792,-0.002103655,0.034745905,0.063266152
